content_id,subject,sentiment_value,sentiment_word,sp_word
XuPwKCnA2fqNh5vm,价格,0,,价格便宜
2jNbDn85goX3IuPE,价格,0,,价格便宜
hLgEADQ8sUnvGFK9,价格,0,,
nZmM7LQsfr03wUaz,价格,0,,
pwd8MnrthDqLZafe,价格,0,,价格便宜
cudSKGTyMLbIt8k3,价格,0,,价格便宜
U5RMQtopwFzDVxHm,价格,0,,价格便宜
Kh0ayJjuTrzwPAs1,价格,0,,
YZovRtEAyQJgTi1I,价格,0,,价格便宜
BeSIAUzoTWH9muYl,配置,0,,价格便宜
SXYTBWg6FxuboMnd,配置,0,,优惠
RDgTmzW9xBfY6pGv,配置,0,,优惠
8cMwzsxkL4XtuDG1,配置,0,,优惠
MOUrvjDsIJpbw6dQ,配置,0,,优惠
t01PVoDSd9Lsy5HN,配置,0,,优惠
icMQmPJA9Sv0KGTw,安全性,0,,优惠
icMQmPJA9Sv0KGTw,操控,0,,优惠
icMQmPJA9Sv0KGTw,舒适性,0,,优惠
VQkjM1657sIroCf3,舒适性,0,,优惠
1rGSYnOx9Fb2ULQX,配置,0,,优惠
SgNFp8ixQX1HA64y,价格,1,,优惠
sO6Ac1mThYBKyl4M,价格,0,,优惠
sO6Ac1mThYBKyl4M,油耗,0,,优惠
qIUiOxGdb0M4PQky,油耗,0,,优惠
6GMYQa0Ag4o9nsZ2,油耗,0,,优惠
6Ewe2kxO5msAg0yU,动力,0,,优惠
PMeBcRxizIaNmAC7,油耗,0,,优惠
9x4gvon6TfN0KtqY,油耗,0,,优惠
Er3x8Ks6mpQqeZO0,油耗,0,,优惠
f5UhrHg6Zztl7VWj,价格,0,,优惠
f5UhrHg6Zztl7VWj,舒适性,0,,优惠
fYtbApDWqzGmKX8F,舒适性,0,,优惠
fYtbApDWqzGmKX8F,动力,0,,优惠
YUWFxTOoZCkNzKcu,舒适性,0,,优惠
hNVSLDr06cMsgwfI,内饰,0,,优惠
aV6A5z8pJRkKIC9r,内饰,0,,优惠
aV6A5z8pJRkKIC9r,外观,0,,优惠
E9SZbnzR2XW0QiLs,内饰,0,,确实
DXhAOZEsTBVWaSRH,价格,1,,便宜
6p8glZ2iewsInqK4,价格,0,,确实
AWsymeHLSU1f38tT,安全性,0,,优惠
l94kJgMBpYoODyzQ,安全性,0,,确实
bVeAzdpgX7tFDlPI,安全性,0,,确实
lQ0N8fd4On7TzcsD,安全性,0,,确实
jhmIcH6LTxkGVE19,安全性,0,,确实
68jBJULyWclT9Pir,安全性,0,,确实
7prF9LJoixSgPQvM,安全性,0,,优惠
Q4lp0HBNfTD2xYAv,操控,1,,优惠
M3Hqx1Un8ygzFTtl,操控,1,,优惠
cIevXAM5FRp14Nni,操控,0,,优惠
8jCcfemUlPaQFx67,动力,0,,优惠
ZqEa9wGAXNCDRoph,动力,0,,优惠
SHbyJ2RM9oi4ZtdD,动力,0,,优惠
vNgGz3Kfj1qCe92E,动力,0,,优惠
9eqiWkfr8HNR0xPo,动力,0,,优惠
sAtwDdFoc06XgaW9,动力,0,,优惠
23EJ8RwY9PcotslQ,动力,0,,优惠
oKdBRimU38Gjc9PJ,动力,0,,优惠
zsADXh4cYeUjEKSP,动力,0,,优惠
Q2LaKeht0Vvo1Rn6,动力,0,,优惠
hszDKcUSek9dyP5o,动力,0,,优惠
Mb7fevclI1UmTzo3,动力,0,,优惠
rgv1ykaC29JoQlcu,动力,0,,优惠
EKI7PjFs81Lc52uS,动力,0,,优惠
5b2XhIBYPOCfMzcu,动力,0,,优惠
n2Fm18vbEDIa53ys,动力,0,,优惠
Mq4oVg68SWFBz9i5,动力,0,,优惠
7hHUfbrVKp1aAFmN,动力,0,,优惠
qvD82LNTpMdsAXIe,动力,0,,优惠
sKPpYiV2bXWEjTLc,空间,1,,优惠
KaM0rQpCE7yLYgH2,空间,0,,优惠
KaM0rQpCE7yLYgH2,舒适性,0,,优惠
g1qaKmR09LUXcp8B,外观,0,,优惠
OKVCfRJ8X9BwxaTv,安全性,0,,优惠
tcPLeKdDrkYG1394,价格,0,,优惠
siYq5vrJBQzkuZPy,外观,0,,优惠
aLs9AwhZ85vgiRbx,价格,0,,优惠
UneE7iqV6mW5HlgP,油耗,0,,优惠
UneE7iqV6mW5HlgP,舒适性,0,,优惠
8P6E32xNmKAebnOs,价格,0,,东西
j2vcEXIrmkH9qs1J,价格,0,,优惠
CshiU6A13rR9dbPS,价格,0,,东西
6JZHOqne2YW01FVz,油耗,0,,优惠
kFo7T8n6wXICfc3d,安全性,0,,东西
4nAlYpJof87Nj1F3,价格,0,,综合
v6iprjTLdctoJW3b,操控,0,,东西
RF9YTAlbQU5CagdN,操控,0,,东西
RF9YTAlbQU5CagdN,空间,0,,东西
DYhuU8SPpywX2eN9,外观,0,,东西
Aml1h4xUJt5u6bQ9,动力,0,,优惠
hcWAJdmC9avz7MU1,价格,0,,优惠
9Jt0O5d3s6wz1lkf,价格,0,,优惠
ZgEVkuFc0QNqpsYG,价格,0,,优惠
QRw7ngTJ2A5CYBGW,操控,0,,优惠
QRw7ngTJ2A5CYBGW,油耗,0,,优惠
06vPIQBqVNe2dl3f,操控,0,,优惠
06vPIQBqVNe2dl3f,油耗,0,,优惠
p0FUwsNPYQKl1HSg,安全性,0,,优惠
BDoeHPlCiNVXEvrg,价格,0,,优惠
ARIng69ZHsY7DCN1,价格,0,,优惠
zPg9hyoViI8JUYw6,油耗,0,,优惠
cBMxouh5FEnz36DI,价格,0,,配置
Q6aR7udCFz4U5jrI,油耗,0,,配置
y3Oa1dcwCjlBsRPM,动力,0,,配置
6ALsOa4BdUbFfGr7,安全性,0,,配置
6ALsOa4BdUbFfGr7,动力,0,,配置
e04NZMmVT1qLJXIu,动力,0,,配置
9Lkxm8NewpuUVG2T,安全性,0,,配置
SEFvD0TOQgnlJsWK,操控,0,,配置
SEFvD0TOQgnlJsWK,动力,0,,配置
S1WzLCPqeIT8sMmZ,配置,0,,配置
MSn1hW8XCsGTkpxY,安全性,0,,配置
AC9siSxTEzyKrlaZ,舒适性,0,,配置
5rBkYEyl1IU0TVhC,操控,0,,建议
WZmFIHJLqT3O1BVk,空间,0,,建议
x6mbO2rHfU3hTej4,内饰,0,,导航
x6mbO2rHfU3hTej4,舒适性,0,,导航
8Hdtp2WE6nMf93YP,动力,0,,建议
ELck8IARbwdpgvri,价格,0,,建议
HfSMToNXhrwY3mlk,动力,0,,建议
rM6sP4AXpCfNc7xR,价格,0,,建议
14dQnL9lxMYeksH3,配置,0,,建议
14dQnL9lxMYeksH3,安全性,0,,建议
vdWmiISbRku1Cl3J,价格,0,,音响
41UzNi5pMPDG7nhf,外观,0,,建议
NAC6vpWtqaTQYXD8,内饰,1,,16
NAC6vpWtqaTQYXD8,舒适性,0,,16
HAVTYESJNfjlZ9iM,价格,0,,16
HAVTYESJNfjlZ9iM,配置,0,,16
42VhMRSsCcn85kEd,动力,0,,导航
Wf9T283SZphL6tQ4,配置,0,,16
D2HpBfqwoecTkhdS,配置,0,,16
NT3qf2R5XrGonlgk,油耗,0,,导航
dm1W2BIEyJ0Gsxp8,配置,0,,16
Mglj9pKWkY7Isixm,配置,0,,导航
otT6DmhdEpx5Q74R,配置,0,,16
SclmZXYIUoBv478b,油耗,0,,16
BZ4Ig9Gr7zQPM6Xt,动力,0,,确实
FLxPweOVGBTmnoQE,油耗,0,,确实
FLxPweOVGBTmnoQE,动力,0,,确实
H903fh4mU1dtQTiZ,价格,1,,导航
g27EQ5F4bMjSp9qc,价格,0,,确实
o9iwO8ChDBUTJ7YI,内饰,0,,确实
tka3Nq9TAR5BH7Ij,价格,0,,确实
tka3Nq9TAR5BH7Ij,安全性,0,,确实
lswKvJMLT50iudoG,舒适性,0,,确实
QG07en46S5qxWUud,油耗,0,,确实
QG07en46S5qxWUud,动力,0,,确实
u3gf4yJX5SNGmhIs,舒适性,0,,确实
9firBmw7PNz0XQyE,空间,1,,确实
bJ5L9HBuvqgPm3O2,外观,0,,导航
HkGilbeypwMczdoQ,内饰,0,,导航
HkGilbeypwMczdoQ,外观,0,,导航
5jHabez9oxP4CY8O,油耗,0,,导航
5jHabez9oxP4CY8O,动力,0,,导航
eAfZWrs5b3UJP7Bl,动力,0,,导航
ocOHDW3kGit6jpBm,油耗,0,,导航
xDOnv0fUogsFlkuC,价格,0,,导航
gTd84yZ6R0VLaYSF,外观,0,,导航
gsiR7FHy5YndmTXK,价格,0,,导航
nhAC4mEYRazX9dJL,内饰,0,,导航
nhAC4mEYRazX9dJL,操控,1,,导航
Mj9ZO61VWTefml7z,舒适性,0,,导航
cdV1254iqHpAawt7,动力,0,,导航
dRtVLIX4F60YvMbG,舒适性,0,,导航
Na2ezFRWDrCGY571,内饰,0,,导航
s3U4wYnirNfeQ7o0,油耗,0,,不到
ZvSrjpV3oYxARtOq,操控,1,,导航
j5dIzG0CvbFxlQgf,安全性,0,,不到
j5dIzG0CvbFxlQgf,操控,0,,不到
j5dIzG0CvbFxlQgf,舒适性,0,,不到
WXLA1peMJxl2RTQg,动力,0,,不到
1YyTakcRLKS43CWs,外观,0,,不到
N9CZ1kQdnrxPaqRs,空间,1,,不到
zXPLFe5Sqvc06RuG,外观,0,,不到
zXPLFe5Sqvc06RuG,空间,1,,不到
qpPHjUw7IMJNFSub,价格,0,,轮胎
JlWDb4BCsTiN2Ie3,动力,0,,轮胎
VocwTNU3JkR50mvI,安全性,0,,轮胎
O7j9h8MaymUvVAtT,价格,0,,轮胎
wogvV9fYFN2uHxMa,舒适性,0,,轮胎
S7uwyZiTsRWX6Nzh,动力,0,,轮胎
CF781DrEqjJh5eHX,油耗,0,,轮胎
5TCU9c6I3esSFVx7,油耗,0,,轮胎
rsPHOp7WeK2uYgb6,价格,0,,轮胎
N0MLJFXRIE3wVl9d,动力,0,,轮胎
1WCAISQtuEdTZ7G5,舒适性,0,,轮胎
KH853hdTJX2nWM71,油耗,0,,两个
a52KoCrScpnW8xlR,动力,0,,原车
ikqn9SVU1dDFeYpb,油耗,0,,轮胎
ikqn9SVU1dDFeYpb,动力,0,,轮胎
EreqkWG8o357Htdh,价格,0,,原车
UWDsRXma9t6FpxKo,外观,0,,轮胎
oK8vTpZzAag7iCur,动力,0,,原车
QqmEuP4l6sMTXASx,油耗,0,,两个
AdTjwHJso1K6Xcpa,内饰,0,,轮胎
qtW1wiyejr4zF3Hu,动力,0,,两个
m6XbwZQn9D8hqOf3,舒适性,0,,
gaoKxMwZOX7TQSbY,动力,0,,中控
4PUWD5HkGZFdcYr6,动力,0,,中控
j5dpvDJ80YWPSew3,安全性,0,,中控
4SDY29tXIivB6VLZ,动力,0,,中控
x4fpOqR6sUiClheE,动力,0,,中控
H6CfVzu4mLq0JkR7,内饰,1,,中控
H6CfVzu4mLq0JkR7,操控,0,,中控
jMWAIfyUN3sqTovd,价格,0,,中控
tDN57PGxglB8WOdH,内饰,0,,中控
ZbGpiu1Q9vEkHaVJ,价格,0,,中控
q8mnYHr6vAKoTOx9,油耗,0,,
W8dF6ujP3KemG7ac,外观,0,,
vF1hy5Ple8XGEOVb,外观,0,,
97fvXxIlWCbBYULt,内饰,0,,
97fvXxIlWCbBYULt,空间,0,,
guCoQmIawZqz374R,动力,0,,
akAurTlP2oUxnzyv,操控,0,,
8oeBjF7TwlPyLvcY,舒适性,0,,
JDwFsuZQMy5mVRzp,配置,0,,
TMYuydGFgJOWSsLx,安全性,0,,
yQhSYbRB7gu3Pma6,舒适性,0,,
xQbOMh3lHYJNAWsv,动力,0,,北京
bX2DFsLOUIMxQzCB,舒适性,0,,
sdAoJBha65SUxfWM,舒适性,0,,北京
dm6eXoIg9Df0nFaV,配置,0,,
qopu4EsiAz9KU7MC,空间,1,,北京
VuQntJTzsOL1ao0W,动力,0,,北京
3GtNOfDcna4Mzk5i,动力,0,,北京
T40PlF3fkStJdIx9,价格,0,,
3s9NFKhCQk70Ti2E,价格,0,,北京
aKoINhXEle3QS6zy,安全性,0,,北京
RjTnb0AcmBiaP2ky,动力,0,,油耗
p8SCmcxyB1aeOTYG,价格,0,,油耗
uPCDeFYmpcfRz1tQ,配置,0,,油耗
lkJziVEyecn7d5gh,舒适性,0,,油耗
xXQtrRW7UOwPCbEi,动力,0,,油耗
Dj6R3K2iLuEtUnWG,动力,0,,油耗
SOY2TGwFQi8Etknh,动力,0,,油耗
6x4Is30vB1laSHoN,动力,0,,油耗
ZAx5w2LSbkGdRMFQ,配置,0,,油耗
ZAx5w2LSbkGdRMFQ,操控,0,,油耗
Z1kNWAOM9rYol0Ve,空间,0,,油耗
Z1kNWAOM9rYol0Ve,舒适性,0,,油耗
V3xslWKOyv9ILquX,操控,0,,油耗
V3xslWKOyv9ILquX,油耗,0,,油耗
7duqegOxLs2Vo8XW,空间,0,,油耗
7duqegOxLs2Vo8XW,舒适性,0,,油耗
Krp3Gzk2aNhHJ6R7,油耗,0,,油耗
Krp3Gzk2aNhHJ6R7,动力,0,,油耗
gnpKm9FPl4Y3OL8h,配置,0,,油耗
axPES1MA7I8BlcvO,操控,1,,油耗
axPES1MA7I8BlcvO,舒适性,0,,油耗
qrM0TVRhAm18Q6uO,动力,0,,油耗
PXdW23e95gLOhBaf,油耗,0,,油耗
PXdW23e95gLOhBaf,动力,0,,油耗
TBy1z62utW8GcvIs,动力,0,,油耗
HWDQF5VOam2NR6rX,价格,0,,油耗
heEaPY3Z1upcSxyt,动力,0,,油耗
BgJk730pyovPubIr,动力,0,,动力
sJlZXtVAdKeq0gha,价格,0,,动力
sJlZXtVAdKeq0gha,配置,0,,动力
bHtilDz4Yf8v7TmS,空间,0,,动力
bHtilDz4Yf8v7TmS,舒适性,0,,动力
tpl0FmwfHdM13qZK,操控,1,,动力
6oPvUG1VLyzSKxOM,空间,1,,动力
YUG1zybnqjSDmZkJ,空间,1,,动力
USrqtIMjsYzeRi4W,内饰,1,,动力
USrqtIMjsYzeRi4W,配置,0,,动力
fwr9qOUYsxJK0ACm,内饰,1,,动力
fwr9qOUYsxJK0ACm,配置,0,,动力
Ht7R0SnZMEV1eD6Q,配置,0,,动力
5uj6bGWhXVE2aceA,配置,0,,动力
XfUjb9C4gzecudla,配置,0,,油耗
XfUjb9C4gzecudla,动力,0,,油耗
xsReYtP7VfJjdhSF,配置,0,,油耗
tHWyUYRxdGbqf753,配置,0,,油耗
tHWyUYRxdGbqf753,动力,0,,油耗
6kCpDM1SoTf0jJPE,配置,0,,油耗
goKCk8Rb1pX9WMHm,配置,0,,油耗
8ijAZKYdwx5BXeEz,配置,0,,油耗
8ijAZKYdwx5BXeEz,油耗,0,,油耗
e3okWLYKjs9G72AC,配置,0,,油耗
jITzq8OdwA31Htxk,配置,0,,油耗
t6UAah74Glob2D0V,内饰,1,,油耗
CmpW4Xv207JquMt1,内饰,0,,油耗
CmpW4Xv207JquMt1,外观,0,,油耗
4wZWbHCFdfML9KuG,内饰,0,,油耗
WovLRxkSqwECfc8X,内饰,0,,油耗
oX1pJ3yMtIaOcNWA,内饰,0,,油耗
s3itxIAdrfum9pcW,内饰,1,,油耗
s3itxIAdrfum9pcW,外观,0,,油耗
pZwnM9mjutIRUkXs,内饰,0,,油耗
pZwnM9mjutIRUkXs,油耗,0,,油耗
92br5tQejaEywGWP,内饰,0,,油耗
j32vz0EsGwWqnPyX,价格,0,,油耗
auH2N6r5nbFAiIpd,价格,0,,油耗
ZwRt05lCQKhTJvP1,价格,0,,油耗
h1EMXCOJgZmAU6Pz,价格,0,,油耗
h1EMXCOJgZmAU6Pz,动力,0,,油耗
9f1boRZ3OC74gtX0,价格,0,,80
9f1boRZ3OC74gtX0,动力,0,,80
fqWAnpjt7x4uRYCX,价格,0,,80
SpPEa8nQWH6hlFNu,价格,0,,速度
f62Gp0gW98REZAuw,安全性,0,,速度
f62Gp0gW98REZAuw,操控,0,,速度
GNa1PiTpkvQS7Brl,动力,0,,省油
PQ4aUyTilNXxORcY,动力,0,,速度
yNG3vwVFWsjkRIMg,舒适性,0,,省油
yNG3vwVFWsjkRIMg,动力,0,,省油
L2XqxsdSn46Iluap,动力,0,,省油
5JBfIwshEo6tUk7K,动力,0,,省油
CmIWFZpKzrEfqDVw,动力,0,,速度
ZAPEkuB72jnC45lO,动力,0,,价格
7RN83mKkVYUHsT5l,外观,0,,价格
1NiFvMeJH0mGW3DL,动力,0,,价格
54tGhC6PrfmegIA1,动力,0,,轮胎
QAIbFNTvKfR5WiyD,动力,0,,价格
74gkpaVmG8F5UCoy,动力,0,,轮胎
yYV0rn5D2fNUwmIx,动力,0,,里程
NqFnG0WxBMp51tea,动力,0,,价格
JSysamBMxUlE3w4d,油耗,0,,舒适性
JSysamBMxUlE3w4d,动力,0,,舒适性
XyZf0bjvpHk8OM9i,动力,0,,价格
k41e9Px3UihCG0mp,油耗,0,,动力
SCZnbgBQITP40LoU,油耗,0,,动力
SMJC8lbAtwDmHQr9,油耗,0,,动力
SMJC8lbAtwDmHQr9,动力,0,,动力
ig1CYQufD2BrU3WO,动力,0,,动力
qLpTto5K4MyNFBaZ,配置,0,,动力
qLpTto5K4MyNFBaZ,动力,0,,动力
HkaSb1yPMxmniAOl,动力,0,,动力
m6Y1uZiXQ0Stj9RH,动力,0,,动力
EmMhBLe53vG2rsxn,舒适性,0,,动力
EmMhBLe53vG2rsxn,动力,0,,动力
C2izVwpOYvM9JjDt,油耗,0,,空调
Mb7Zz60NWyakEcQ4,动力,0,,动力
HEORumQAIFNMzDd5,价格,0,,空调
gpHn7KrjRx4Di3LG,动力,0,,空调
7RWHqS9pfuaFsxM3,价格,0,,空调
pgUqmf15zBdHi4Et,动力,0,,空调
CkpXzGLZSt6YiRJ3,安全性,0,,空调
c24Lb3hwHmUN6xFu,操控,0,,空调
PAZY0lb9LHWEVGfJ,舒适性,0,,空调
hVKzEGBZYareFNQx,动力,0,,空调
xipCKcrkQZHUS2W5,动力,0,,空调
on3Flj4VIavWHbCX,动力,0,,空调
pXEC2P7BzGYmUxiy,动力,0,,内饰
EWYyMFKH31x5GleP,动力,0,,内饰
uk17vcMZBn62Nhie,动力,0,,内饰
NQZHaLmIEezTJ4RM,动力,0,,内饰
co5nyPfVM90BZkDA,动力,0,,内饰
u9cyYrfEjDaT84UH,动力,0,,内饰
gJBbLW7NHT8iOnpx,安全性,0,,噪音
jZRuDrH5O2XG16Ac,舒适性,0,,后排
jZRuDrH5O2XG16Ac,动力,0,,后排
flA3kPNCHaVpheZo,动力,0,,噪音
Ktq3p75AxoNGWCwn,舒适性,0,,内饰
GsF02l9KgVvqJhn6,舒适性,0,,内饰
otQSEuPxej9lZnRI,舒适性,0,,内饰
nO5xei9AWYfENbR4,安全性,0,,内饰
CLvyj8XoId23B9nH,价格,0,,内饰
tPHVDaFl6JZX3QOT,空间,0,,内饰
l4GZ17PmtNV925Ti,舒适性,0,,内饰
6GjoJk7wyDZVFQ3C,内饰,-1,,内饰
6GjoJk7wyDZVFQ3C,空间,1,,内饰
bnJs8fFTetghcwOu,舒适性,0,,内饰
bnJs8fFTetghcwOu,动力,0,,内饰
oxfEewZ2OpLTQHCk,内饰,0,,内饰
oxfEewZ2OpLTQHCk,空间,0,,内饰
rMGqhFUk2caWpL07,内饰,0,,内饰
4aUn8IJ1to3uCeT6,舒适性,0,,不用
khucIwyDv2Jir5LF,安全性,0,,座椅
3jSw0GWRJQ9BXoyt,舒适性,0,,座椅
9MZEmklAn4bBRHwc,安全性,0,,不用
A3fB0LW9sSgyZx8e,内饰,0,,座椅
A3fB0LW9sSgyZx8e,空间,0,,座椅
5vHgNbhRuU7IEK0W,配置,0,,不用
0gTQCnKUoP9zv5mS,动力,0,,不用
YdwaSTE8ltUiZHDM,油耗,0,,座椅
ov2mM3EU7uH9A65Q,舒适性,0,,座椅
HwhtEmxKsTj1aCIP,动力,0,,不用
h6TQ97vDpJG3kHoS,动力,0,,
cVlv8HZPjB6m4y75,空间,1,,
4WOkTuMarEPw5fo7,操控,0,,
4WOkTuMarEPw5fo7,舒适性,0,,
XcTm3FlvduPys08h,动力,0,,
kjXVLom64WiMuQwK,动力,0,,
e2ATqS3JlL7ob1zy,油耗,0,,
SodBsCOQX81g9npP,价格,0,,
BcEzqdb6HlyGae17,价格,0,,
nPKxqrigWs2zo3AB,舒适性,0,,
nPKxqrigWs2zo3AB,动力,0,,
oPmtKcq25v7i1WBL,动力,0,,
BtKIWmdH0Zlk6jNX,安全性,0,,
DWCAvrcNBPwxZFpI,动力,0,,
BxtTSEmRsLWMFvI5,安全性,0,,
cWPZhVkyJmlqIxpK,配置,0,,
7CHjv8VgkXozbhEa,动力,0,,
x3cetT4bV1iw5EDR,舒适性,0,,
Evg7IudDBGn42btA,价格,0,,
Evg7IudDBGn42btA,舒适性,0,,
iqfN9xbm4kestrQn,价格,0,,
iqfN9xbm4kestrQn,空间,0,,
oWMCgrBjRVFU0mKN,空间,0,,
gC1Viv9aXJSpjnRU,价格,0,,
gC1Viv9aXJSpjnRU,动力,0,,
esnKxNyH6YRCvplI,油耗,0,,刹车
XJRznHOEuCaLZ3Vy,舒适性,0,,刹车
NvQXnEqaGgiZcRzh,油耗,0,,刹车
RP7kyNVaSbjedXzn,操控,0,,刹车
2P7XFg6CqrktpmTo,动力,0,,刹车
RBY2ermiwKvUZu3J,动力,0,,刹车
bxH8MZCi09LpoRNQ,动力,0,,刹车
dbY6SqBE9UiItGka,动力,0,,刹车
GSkEx7rjYUKCvPB0,动力,0,,刹车
2mpYHKbezMT4aRD1,价格,0,,刹车
zQ9gsJmFyPX64YMA,动力,0,,刹车
9dEcZPq2Vb0rfupR,动力,0,,刹车
kP3rhzZJTtsldbUR,价格,0,,刹车
kP3rhzZJTtsldbUR,动力,0,,刹车
aR76ShpmzdBZiFt9,动力,0,,刹车
gEiv0n4qTj1MPUuF,价格,0,,刹车
5lFRLkuUODQ6wJES,舒适性,0,,刹车
JgOyYlvReIxEoCGU,动力,0,,刹车
vZJH7btSIYN6jkXC,价格,0,,刹车
vZJH7btSIYN6jkXC,动力,0,,刹车
FjfwQc9OmzDuVA0p,内饰,0,,刹车
FjfwQc9OmzDuVA0p,操控,0,,刹车
NvnHL1P70qZxFfbr,舒适性,0,,刹车
NvnHL1P70qZxFfbr,动力,0,,刹车
PIa7mWRdnD4Y1SAt,操控,0,,确实
JUISr7g514Y8VEoj,价格,0,,确实
yC3afKYxGScuBvmE,动力,0,,确实
23dl14boAyWkLuOr,动力,0,,刹车
wutzFdCyRmBVZUPf,操控,0,,确实
nEV4Xq8QmFIWDsSf,价格,0,,刹车
XdaQmi2cAYqHENIx,油耗,0,,确实
sa0dj6BixK8QJOpb,动力,0,,确实
plOukMgewSH5dDXU,油耗,0,,确实
C3XZHxoPsjNYBdun,操控,1,,刹车
zDwITtMRVu10sqey,油耗,0,,刹车油
wpEQ0ZFLoJtVBiN5,操控,0,,
tNGBT56AL3kcJy1g,动力,0,,刹车油
HmYrcn0IFNevJ7kK,配置,0,,刹车油
HmYrcn0IFNevJ7kK,安全性,0,,刹车油
juCpqT3UcFW1o06G,动力,0,,
qi9FRgkn70yJhV8d,价格,0,,刹车油
qi9FRgkn70yJhV8d,操控,1,,刹车油
NjgqTBvlH68mWId2,舒适性,0,,
FnxNHYEG7VKrLpjO,价格,0,,
FolwpA0yfQLrZEiH,动力,0,,刹车油
C0iG5Nud48OmX2Pk,价格,0,,刹车油
DamKXCFiZHT37BGO,动力,0,,测试
RjfU4HnaO0KSzlpC,价格,0,,测试
